id,rating,reput,worth,wage,ht_cm,preferred_foot,work_rate,pace,shooting,finishing,dribbling
111590,63,1,1016,10.815,72 in,Right,Medium,71,59,57,64
169708,68,1,1058,11.359,182,Right,Low,49,51,49,61
214877,68,1,1136,10.815,188,Right,High,70,61,62,70
172013,67,1,1022,10.815,182,Left,High,64,55,47,64
228827,68,1,1122,11.359,176,Right,Medium,81,56,53,64
242618,64,1,1042,10.272,70 in,Left,High,66,52,49,61
186992,73,1,1150,26.581,174,Right,High,73,66,64,72
210020,66,1,1069,12.446,71 in,Right,Medium,77,59,56,73
246340,66,1,1136,10,175,Right,Medium,81,48,50,75
244963,71,1,1179,11.903,76 in,Left,Medium,62,28,21,46
239335,75,1,1901,21.144,69 in,Right,High,63,74,76,81
254541,67,1,1194,11.359,67 in,Left,Medium,84,65,69,78
227443,65,1,1022,11.359,183,Right,Medium,33,60,56,63
211999,74,2,1309,22.775,188,Right,Medium,48,43,34,57
254934,60,1,1046,10.19,173,Right,Medium,72,47,43,65
245087,57,1,1022,10.272,173,Right,Medium,76,48,43,65
217709,68,1,1071,13.534,75 in,Right,Low,43,34,30,32
261985,48,1,1005,10.272,183,Right,Medium,57,26,23,23
244398,65,1,1069,10.815,170,Left,High,76,38,32,60
248238,57,1,1024,10.19,72 in,Right,Medium,76,46,51,53
233441,59,1,1033,10.815,74 in,Left,Medium,69,37,36,48
260115,59,1,1040,10.815,73 in,Right,High,71,62,64,59
248319,57,1,1017,10,72 in,Right,Medium,75,42,43,58
243211,60,1,1042,10.109,180,Right,Medium,71,58,62,63
248852,61,1,1022,11.359,176,Left,Medium,68,58,57,65
222379,64,1,1086,11.359,184,Right,High,60,52,41,59
233301,75,1,1757,20.601,187,Right,High,77,59,55,67
226772,72,1,1136,15.165,73 in,Right,Medium,64,41,37,51
214177,66,1,1040,10.272,175,Right,Low,62,53,57,55
221978,58,1,1011,10.815,69 in,Right,High,59,37,23,52
260059,60,1,1040,10,67 in,Left,Medium,66,56,56,58
243016,71,1,1302,16.795,173,Left,Medium,79,63,64,70
223857,68,1,1053,10.815,67 in,Right,High,91,64,70,67
204383,60,1,1016,10,175,Left,High,63,54,53,59
247627,56,1,1010,10,172,Right,High,82,55,54,54
257812,52,1,1012,10.163,182,Right,Medium,66,35,30,37
209413,63,1,1028,10.245,76 in,Right,Medium,33,49,44,50
239224,67,1,1114,12.446,71 in,Right,High,76,62,64,73
240544,59,1,1035,10.815,71 in,Right,Medium,74,45,46,62
243102,56,1,1022,10.815,73 in,Right,Low,66,37,34,42
201122,72,1,1158,22.232,184,Right,Medium,71,48,38,61
212107,72,1,1078,16.252,191,Right,High,65,73,75,67
196978,79,2,2262,38.541,71 in,Right,High,80,78,82,78
213321,66,1,1060,10.815,191,Right,High,62,69,67,65
260569,63,1,1071,11.359,181,Right,Medium,68,25,19,39
200256,65,1,1042,10.136,184,Left,Medium,62,54,41,60
211559,71,1,1129,17.883,177,Right,Medium,64,72,68,74
216322,63,1,1040,11.359,178,Right,High,81,61,62,61
261504,62,1,1053,10,178,Right,Medium,75,49,41,56
237985,73,1,1316,19.514,190,Right,Medium,78,32,26,52
238009,62,1,1039,10.815,179,Left,High,75,56,55,64
253908,68,1,1194,12.99,68 in,Right,High,77,64,65,68
262382,59,1,1033,10.272,71 in,Left,Medium,53,46,40,62
259629,53,1,1016,10.082,70 in,Right,Medium,69,55,59,51
244708,63,1,1051,10.136,182,Right,High,85,38,36,56
240699,78,1,2587,18.97,167,Right,High,84,75,73,81
244510,61,1,1051,10,177,Right,Medium,78,50,57,60
261548,48,1,1006,10,175,Right,High,61,26,26,45
233121,65,1,1071,10.815,177,Right,High,85,60,59,68
190223,75,1,1208,21.688,70 in,Left,Medium,75,46,35,68
239820,62,1,1040,10.109,179,Right,Medium,71,45,48,43
228784,56,1,1017,11.903,178,Left,Low,68,26,24,41
203979,69,1,1069,11.903,71 in,Right,Medium,62,65,56,58
263282,67,1,1093,10,185,Right,Medium,70,56,54,66
242660,70,1,1244,15.165,187,Right,Medium,72,34,29,59
253875,61,1,1016,10,176,Right,Medium,75,36,31,52
203376,89,4,7206,134.764,193,Right,Medium,78,60,52,70
263262,59,1,1033,10.272,181,Right,Medium,70,24,17,22
236508,67,1,1100,11.359,187,Left,Medium,60,30,23,44
237135,76,1,1504,18.426,177,Right,High,76,75,73,76
232805,73,1,1252,20.601,186,Left,Medium,71,49,30,67
212183,73,1,1150,14.621,175,Left,High,75,55,43,62
211234,64,1,1055,10.272,184,Right,Medium,64,61,56,69
232900,69,1,1100,17.339,70 in,Right,Medium,85,68,71,68
258689,58,1,1037,10.272,68 in,Left,High,60,55,58,62
245100,64,1,1086,12.446,188,Right,High,64,34,31,34
231354,68,1,1114,14.621,73 in,Right,Medium,80,59,64,68
212616,82,1,3525,46.695,180,Right,High,78,76,76,81
224483,68,1,1093,13.534,186,Right,High,70,61,60,71
258798,68,1,1114,12.99,72 in,Left,High,59,66,63,71
250858,70,1,1129,15.165,185,Right,Low,66,51,45,48
184274,74,1,1194,22.232,190,Right,High,61,43,37,63
186561,80,3,2442,53.763,183,Right,Medium,66,70,61,85
200263,58,1,1013,10.027,178,Right,Medium,51,54,51,58
260859,56,1,1022,10.272,175,Left,Medium,73,31,23,43
216730,70,1,1150,16.795,191,Right,Medium,75,44,38,39
254603,66,1,1078,10,76 in,Left,Medium,62,35,37,39
248688,58,1,1035,11.359,69 in,Right,Medium,67,49,51,61
264085,61,1,1049,10.19,73 in,Right,Medium,66,26,22,44
254087,63,1,1078,10.272,182,Right,Low,63,35,29,36
254636,62,1,1057,10.19,67 in,Left,Medium,84,47,48,60
226021,59,1,1015,10.815,173,Right,Medium,70,38,32,62
261490,56,1,1031,10,190,Right,High,57,55,57,54
222944,67,1,1078,11.903,74 in,Right,High,63,65,67,65
233280,63,1,1030,10.272,69 in,Left,Medium,75,29,26,58
201841,69,1,1093,14.077,192,Right,Medium,32,35,28,44
255578,70,1,1143,13.534,74 in,Right,Medium,70,70,72,71
214772,71,1,1114,15.165,68 in,Left,Medium,77,59,47,59
213516,79,1,2514,20.601,68 in,Right,Medium,78,78,79,81
215262,71,1,1086,15.165,72 in,Right,Medium,70,70,72,62
248443,62,1,1069,10.272,180,Right,Medium,72,51,49,59
254176,65,1,1107,10,186,Right,Medium,53,29,27,37
242482,68,1,1114,12.446,68 in,Right,Medium,68,32,25,49
247405,61,1,1049,10.027,181,Right,Medium,59,22,15,28
213327,66,1,1040,10.815,77 in,Right,Low,59,28,20,31
258457,59,1,1039,10.245,74 in,Right,Low,50,31,26,38
242640,65,1,1114,10.272,178,Left,High,71,56,59,68
229360,71,1,1150,15.165,192,Left,Low,32,46,38,43
264016,48,1,1006,10,184,Right,Medium,61,23,19,29
234883,64,1,1057,10.272,65 in,Right,High,72,56,60,62
248576,63,1,1078,10.815,188,Right,Medium,62,44,41,55
247601,65,1,1129,16.795,77 in,Right,Low,68,35,36,56
261526,56,1,1026,10,187,Right,Low,61,27,25,33
198706,84,2,4066,61.373,72 in,Right,Medium,60,76,77,85
263604,61,1,1053,11.359,174,Right,Medium,70,63,65,74
198749,69,1,1086,11.903,178,Right,Medium,68,59,56,69
211152,65,1,1055,14.621,67 in,Right,Medium,74,46,41,62
183665,62,1,1016,11.359,181,Right,Medium,53,58,52,63
235047,74,1,1324,14.621,164,Left,High,89,69,67,73
225625,65,1,1069,11.359,71 in,Right,High,82,54,52,63
240939,61,1,1049,10.027,180,Left,Medium,72,41,40,51
258302,56,1,1022,10.272,70 in,Right,Medium,63,38,35,52
178007,78,3,1396,21.688,180,Left,Medium,46,70,61,73
260601,64,1,1100,10.815,170,Right,High,77,53,50,71
212791,67,1,1071,12.446,69 in,Right,High,87,62,64,65
250998,60,1,1042,10.815,187,Left,Medium,76,57,58,64
261478,69,1,1230,13.534,73 in,Right,High,77,68,74,69
238303,66,1,1136,10.272,70 in,Right,Medium,81,62,62,69
240677,67,1,1093,10.815,71 in,Left,Medium,61,60,56,64
205175,81,3,3164,53.763,186,Left,Medium,64,84,85,77
216036,74,1,1208,16.252,70 in,Left,High,80,65,55,71
253120,58,1,1035,12.446,180,Left,High,69,65,67,56
253506,52,1,1012,10,172,Right,Medium,67,48,45,53
230339,74,1,1266,16.252,182,Left,Medium,81,57,56,77
255432,65,1,1122,10,69 in,Right,High,63,52,55,62
229337,68,1,1194,28.755,181,Left,Medium,69,60,62,75
235537,67,1,1179,12.446,70 in,Right,High,67,67,65,62
263486,60,1,1040,11.359,196,Right,Medium,58,60,59,62
193886,73,2,1179,21.688,180,Left,Medium,58,76,71,75
173474,76,2,1331,24.406,172,Right,High,70,73,68,79
206546,68,1,1100,15.708,72 in,Left,Medium,40,42,34,56
257307,69,1,1223,12.446,69 in,Right,Medium,72,57,56,72
242706,54,1,1019,10.054,71 in,Right,Medium,63,26,23,29
260269,54,1,1017,10,182,Right,Medium,59,37,33,61
243401,70,1,1259,12.99,176,Right,Medium,83,63,65,74
208589,64,1,1042,10.815,71 in,Left,Medium,66,64,60,62
169623,66,1,1028,10.082,74 in,Left,Medium,35,32,31,35
239645,72,1,1158,15.708,74 in,Right,Medium,56,53,42,60
261566,64,1,1086,10.272,168,Right,Low,60,34,26,54
247740,61,1,1060,10,171,Right,Medium,73,52,55,70
241335,61,1,1033,11.903,173,Right,Medium,78,54,54,59
252644,52,1,1012,10.272,68 in,Right,High,61,44,42,50
241973,65,1,1078,10.815,193,Right,Medium,84,62,61,70
262360,64,1,1055,10.815,71 in,Left,High,75,38,31,59
258128,70,1,1252,13.534,170,Right,Medium,71,60,62,69
229528,73,1,1396,10.136,71 in,Left,Medium,74,43,28,60
257121,65,1,1107,10.815,170,Left,High,75,48,38,68
258911,60,1,1039,10.245,197,Right,Medium,51,61,64,55
247444,61,1,1048,10.027,179,Left,Medium,68,41,35,54
183820,71,1,1086,12.446,172,Right,High,75,65,62,71
226830,62,1,1042,11.359,69 in,Right,Medium,64,60,57,65
213151,63,1,1040,11.359,74 in,Right,Medium,71,50,46,58
232099,75,1,1576,16.252,191,Right,High,61,71,72,80
258974,59,1,1031,10.109,67 in,Right,Medium,64,54,55,63
262004,49,1,1009,10,188,Right,Low,61,21,17,30
213805,62,1,1030,10.815,178,Left,High,74,43,40,58
248702,64,1,1040,11.903,165,Right,High,74,50,55,65
253902,65,1,1100,10,67 in,Left,High,73,61,59,68
227678,78,2,2442,36.91,183,Right,Medium,77,39,34,70
198073,63,1,1022,11.359,190,Right,Low,50,39,29,34
256515,50,1,1007,10.054,67 in,Right,Medium,58,25,25,51
256749,57,1,1026,10.136,72 in,Right,Medium,67,56,58,54
253860,60,1,1033,10,181,Left,Medium,62,38,39,43
219453,63,1,1037,10.245,68 in,Right,Medium,62,45,38,57
225289,71,1,1201,15.165,165,Right,High,85,70,73,74
189383,67,1,1058,12.446,72 in,Left,Medium,47,63,58,63
238250,56,1,1009,10.217,73 in,Right,Medium,52,23,21,19
210726,62,1,1033,10.815,183,Left,High,75,57,58,65
226705,66,1,1086,11.359,71 in,Left,Medium,90,56,57,65
235548,62,1,1024,11.359,180,Left,Medium,67,38,35,60
251954,68,1,1208,17.883,174,Right,High,88,61,63,70
230283,72,1,1187,23.319,187,Right,Medium,55,75,75,70
254578,68,1,1208,10.272,68 in,Left,Medium,72,45,38,62
190467,70,1,1100,12.446,182,Right,High,56,65,57,58
188414,74,1,1122,11.903,173,Left,Medium,58,70,64,78
256033,59,1,1037,10.815,188,Left,Medium,63,34,35,66
211166,67,1,1100,10.815,75 in,Right,Low,67,26,24,41
246946,69,1,1215,15.165,72 in,Right,High,80,65,63,73
258777,65,1,1071,11.903,73 in,Right,Medium,60,31,24,40
229668,82,1,3561,43.433,185,Left,Medium,75,49,42,66
234261,62,1,1053,10.815,74 in,Right,Low,63,28,25,36
235534,59,1,1033,12.446,71 in,Left,High,66,41,32,61
203487,77,2,1865,29.843,188,Right,Low,58,35,34,47
222625,62,1,1033,10.815,72 in,Right,Medium,56,31,29,31
223922,75,1,1396,10.272,186,Left,Medium,57,72,68,71
241587,65,1,1107,11.903,170,Right,Medium,66,42,38,53
255507,60,1,1039,12.446,176,Right,High,76,59,61,57
208268,78,2,2262,35.279,186,Right,Medium,55,71,68,76
234155,64,1,1093,10.815,70 in,Right,Medium,82,41,41,57
258494,66,1,1143,10.815,68 in,Left,Medium,67,58,58,71
237629,74,1,1685,26.581,186,Right,Medium,69,57,54,75
260141,62,1,1071,11.903,174,Right,Medium,63,54,52,65
188166,73,1,1208,29.843,183,Right,High,78,70,67,74
243953,66,1,1100,11.903,170,Right,High,82,61,62,67
212680,68,1,1100,11.359,174,Right,High,91,59,61,68
229087,63,1,1048,10.272,188,Right,Medium,68,39,35,59
232695,68,1,1055,12.446,75 in,Left,Low,47,31,27,37
264126,62,1,1064,10.272,63 in,Right,Medium,75,49,46,63
232909,63,1,1024,10.815,170,Right,Medium,59,35,26,40
232194,65,1,1069,10.272,70 in,Right,Medium,67,40,30,56
229593,75,2,1468,43.977,73 in,Right,High,76,67,61,86
215049,70,1,1078,12.99,66 in,Left,Medium,76,52,44,66
264565,58,1,1033,10,172,Right,Medium,68,52,50,55
231335,66,1,1064,10,175,Left,High,70,38,43,50
215277,65,1,1051,10.815,183,Right,Medium,67,28,19,46
253656,59,1,1035,10,175,Left,Medium,68,44,40,56
252229,60,1,1039,10.815,69 in,Right,High,67,45,42,62
205990,74,1,1396,32.017,69 in,Right,Medium,70,57,53,67
240661,71,1,1295,17.339,175,Right,Medium,73,61,61,77
214194,69,1,1107,10.272,69 in,Left,High,76,40,26,53
237895,69,1,1129,12.446,70 in,Right,High,77,69,68,68
235173,77,1,2442,17.883,75 in,Right,Medium,66,65,61,70
257717,57,1,1028,10,184,Right,Medium,67,27,23,44
246043,53,1,1010,10.272,69 in,Right,Medium,72,46,45,51
236321,62,1,1064,14.621,188,Right,High,62,60,63,58
241214,62,1,1053,10.815,181,Right,Medium,73,24,19,50
255561,66,1,1136,10.272,74 in,Left,High,72,54,47,63
236733,60,1,1019,11.359,69 in,Right,Medium,54,47,49,59
189300,70,1,1100,12.99,174,Right,High,83,49,51,70
254121,63,1,1078,11.903,191,Right,Medium,52,27,23,44
225779,70,1,1237,15.165,185,Right,Medium,51,43,30,61
258801,60,1,1016,11.359,66 in,Right,Medium,77,53,49,64
178589,66,1,1042,11.903,70 in,Left,High,64,52,51,59
209323,65,1,1055,10.815,189,Left,Medium,50,67,66,63
235064,63,1,1066,10.815,180,Left,Medium,71,32,29,55
260484,56,1,1024,10,175,Left,Medium,68,56,57,49
260838,51,1,1010,11.903,176,Left,Medium,68,49,52,51
233732,70,1,1179,16.795,181,Right,High,85,67,73,74
253306,72,1,1396,13.534,182,Right,High,68,59,61,73
232576,64,1,1031,10.272,180,Right,Medium,42,48,48,57
263266,54,1,1015,10.815,180,Right,High,70,35,34,46
261120,57,1,1022,10.245,185,Right,Medium,72,34,31,38
175598,62,1,1010,10.815,73 in,Right,Medium,37,61,54,57
260250,51,1,1008,10.815,182,Right,Medium,52,30,28,28
263072,68,1,1100,11.903,75 in,Right,Medium,57,46,32,62
251530,70,1,1244,22.775,72 in,Left,High,86,52,34,71
238196,71,1,1302,22.775,177,Right,High,76,68,71,73
228687,79,2,2839,29.843,187,Right,High,73,81,80,78
201455,79,2,2262,41.259,74 in,Left,Medium,68,74,68,76
258050,56,1,1022,10.815,181,Right,Medium,64,31,30,55
232189,69,1,1208,11.359,182,Right,Medium,57,36,33,54
222875,74,1,1324,16.795,180,Left,High,84,62,61,77
216067,73,1,1158,25.494,71 in,Left,Medium,74,51,44,56
197907,65,1,1049,12.99,69 in,Right,Medium,65,66,71,62
252596,57,1,1026,10.217,183,Right,Medium,64,23,20,35
245698,60,1,1040,12.446,177,Right,Medium,67,39,40,51
222430,71,1,1114,10.815,167,Right,High,89,53,47,64
258923,65,1,1129,18.426,68 in,Left,Medium,68,53,60,74
262065,57,1,1024,10,71 in,Right,Medium,71,36,38,55
189485,75,2,1338,27.124,68 in,Right,High,82,70,70,78
233375,63,1,1066,10.136,73 in,Left,Medium,66,50,52,62
253499,52,1,1013,10,68 in,Right,Medium,83,44,40,49
263352,58,1,1033,10.815,178,Left,Low,55,32,30,36
250818,69,1,1223,15.165,186,Left,High,76,69,71,66
200700,68,1,1086,13.534,179,Right,Medium,65,61,57,67
253053,65,1,1093,10.815,175,Right,Medium,65,51,50,63
230485,67,1,1086,11.903,178,Right,High,62,63,62,73
208437,69,1,1086,12.446,180,Left,High,51,69,68,66
205427,74,1,1295,23.319,75 in,Right,Medium,80,71,73,77
222299,65,1,1037,12.446,68 in,Right,Medium,72,38,27,57
263080,54,1,1017,10,190,Right,Medium,69,55,55,52
263897,64,1,1093,10.272,192,Left,Low,63,35,30,50
212664,61,1,1022,10.245,75 in,Left,High,73,61,59,59
259741,54,1,1008,10,69 in,Right,Medium,59,40,40,48
258510,65,1,1114,12.99,180,Right,Medium,77,63,66,65
214067,67,1,1030,10,70 in,Right,High,63,67,73,51
230296,70,1,1114,17.883,68 in,Right,Medium,78,69,70,75
225951,76,2,1648,26.037,180,Right,High,80,75,75,80
242677,68,1,1194,10,185,Right,High,77,64,68,65
230306,65,1,1033,10.815,185,Left,Medium,51,38,32,38
213899,75,1,1396,21.688,181,Left,Medium,66,43,36,68
228859,58,1,1031,10.815,186,Right,High,72,55,58,49
237511,68,1,1187,10.815,71 in,Right,Medium,80,40,38,62
255942,66,1,1060,11.359,192,Left,Low,63,28,21,29
253729,59,1,1040,12.446,186,Right,High,77,57,56,65
258334,70,1,1129,10.082,172,Right,Medium,70,62,59,70
250801,61,1,1057,10.272,172,Right,Medium,80,55,55,64
235710,57,1,1021,11.903,69 in,Left,Medium,71,39,35,46
223791,70,1,1150,14.621,65 in,Left,Medium,75,58,59,71
224013,72,1,1244,26.037,69 in,Right,High,71,69,70,76
261652,65,1,1100,10.272,73 in,Right,High,72,40,35,61
177922,71,1,1086,13.534,180,Right,Medium,78,71,68,71
205582,63,1,1033,10.815,71 in,Right,High,74,60,58,64
183855,80,2,1721,47.783,191,Left,Medium,56,40,25,61
240259,63,1,1053,10.815,185,Left,Medium,71,57,54,67
257184,60,1,1039,11.359,175,Right,Medium,61,63,67,55
251537,59,1,1033,10.272,68 in,Right,Medium,69,28,25,56
264533,59,1,1037,10,71 in,Right,Medium,71,56,58,60
241931,69,1,1150,12.99,67 in,Right,Medium,68,54,51,70
255337,56,1,1024,11.359,180,Right,Medium,63,41,38,49
191055,73,1,1150,17.339,185,Left,High,74,52,40,68
261981,50,1,1007,10.245,74 in,Right,Medium,58,29,28,26
248508,60,1,1039,10.272,186,Left,Medium,53,34,27,31
246838,59,1,1035,10.815,175,Right,Medium,68,55,60,62
260272,56,1,1024,10.217,178,Left,Medium,68,49,53,60
220793,79,2,2406,51.588,74 in,Right,Medium,75,45,40,62
246442,62,1,1026,10.272,72 in,Left,Medium,65,42,40,50
247014,65,1,1122,10.272,189,Left,Medium,80,27,25,45
237658,67,1,1172,11.359,190,Right,Medium,52,28,16,40
246456,61,1,1044,10.815,178,Right,Medium,75,47,32,63
221201,74,1,1316,16.795,174,Left,High,80,57,54,74
235703,63,1,1053,11.359,70 in,Right,Medium,68,57,57,61
225507,73,1,1194,14.077,171,Right,Medium,77,50,43,60
248053,70,1,1244,16.252,172,Left,Medium,75,57,51,64
243807,65,1,1062,10.815,170,Left,Medium,80,59,58,66
245061,65,1,1114,11.903,72 in,Right,Medium,72,49,48,72
156616,79,4,1432,32.017,67 in,Right,High,69,73,71,87
241010,68,1,1093,12.446,186,Right,Medium,66,25,20,54
219652,71,1,1136,18.97,70 in,Right,Medium,75,67,69,72
260090,65,1,1051,10,169,Right,Medium,64,63,64,68
233841,72,1,1353,15.165,72 in,Right,Medium,75,28,21,56
166072,73,2,1039,18.426,185,Right,Low,38,39,24,46
235947,70,1,1172,17.883,68 in,Right,Medium,69,71,69,70
247722,63,1,1086,10.815,170,Right,High,82,55,54,65
165908,65,1,1009,10.815,181,Right,Medium,65,58,54,58
199861,66,1,1030,11.359,69 in,Right,Medium,75,62,61,66
253341,72,1,1158,10.19,185,Right,Medium,59,34,31,41
223489,71,1,1136,15.708,190,Right,High,66,70,72,66
220801,67,1,1066,10,179,Right,Medium,76,49,47,64
232212,62,1,1055,10.272,70 in,Left,High,76,48,43,60
236167,67,1,1086,11.903,68 in,Left,Medium,65,56,52,72
240534,59,1,1021,11.359,72 in,Right,Medium,53,45,30,56
254587,68,1,1194,12.99,167,Left,Medium,84,66,59,74
264147,61,1,1053,10.163,186,Left,High,61,63,64,62
232894,69,1,1107,12.99,186,Right,Medium,66,24,15,34
237692,84,3,7819,77.682,67 in,Left,High,84,78,79,86
243622,65,1,1033,10.815,193,Right,High,54,24,20,50
214817,70,1,1114,14.621,178,Left,Medium,74,65,62,71
198368,76,1,1331,22.775,184,Right,Medium,42,66,62,76
255258,64,1,1093,10.815,175,Left,Medium,73,53,58,59
239841,68,1,1058,14.621,73 in,Right,Low,65,42,36,48
218880,68,1,1107,14.077,72 in,Right,Low,35,32,22,60
205214,70,1,1114,11.903,182,Right,High,81,70,65,73
248293,54,1,1006,10,71 in,Right,Medium,59,26,18,33
259787,64,1,1086,10.815,175,Left,High,78,42,32,58
248183,58,1,1016,10.082,182,Right,Medium,89,55,54,58
254467,56,1,1021,10.272,72 in,Right,Medium,61,23,19,24
189338,71,1,1114,10.027,69 in,Right,Medium,72,67,65,72
236914,66,1,1129,12.446,182,Right,Medium,51,42,35,29
264634,55,1,1019,10,68 in,Right,Medium,64,52,54,53
232636,66,1,1086,10.815,175,Right,Medium,73,32,28,57
227573,66,1,1071,10.815,181,Right,High,75,65,66,67
235981,72,1,1194,12.446,170,Right,High,74,55,51,71
260254,60,1,1035,10,181,Right,Medium,62,23,20,26
260652,67,1,1071,10.815,68 in,Right,Medium,81,67,67,67
230200,67,1,1078,11.359,71 in,Right,Medium,54,53,45,50
172316,72,2,1060,18.97,70 in,Right,High,60,66,66,66
246305,60,1,1037,10.272,67 in,Right,Medium,56,44,40,58
212228,76,1,1757,34.735,187,Right,High,80,75,80,68
261987,71,1,1324,37.454,69 in,Right,High,61,56,55,65
225572,69,1,1129,10.272,185,Left,Medium,76,59,66,68
255562,57,1,1028,11.359,73 in,Right,High,58,57,59,55
261430,58,1,1033,10.272,70 in,Right,Medium,61,45,40,51
262625,49,1,1006,10.272,183,Right,Medium,51,37,35,45
255773,66,1,1086,11.903,70 in,Right,High,54,67,70,65
248252,55,1,1008,10,68 in,Right,Medium,70,50,46,57
251287,70,1,1259,12.99,70 in,Left,High,72,59,59,72
264220,62,1,1062,10.136,182,Left,High,68,34,33,62
183425,62,1,1028,11.903,76 in,Right,High,64,59,60,58
263342,62,1,1058,10.272,188,Right,Medium,58,32,29,31
258415,62,1,1057,10.272,183,Right,Medium,68,58,59,61
184111,75,2,1396,36.91,190,Right,Medium,54,76,76,64
241771,77,1,1612,26.037,185,Right,High,80,76,75,82
237138,66,1,1093,12.446,69 in,Right,High,66,63,61,67
248311,64,1,1035,10.245,186,Left,Medium,65,38,28,53
192557,74,2,1266,28.212,71 in,Left,Medium,70,56,43,71
240277,68,1,1201,14.621,73 in,Right,Low,52,33,22,48
174381,68,1,1026,10,179,Left,Medium,44,61,67,60
252270,69,1,1150,11.903,177,Left,High,78,57,52,63
259779,66,1,1060,10,71 in,Left,Medium,62,69,72,65
213418,71,1,1187,10.245,73 in,Right,Medium,83,70,70,68
208128,82,3,3525,72.246,178,Right,Medium,67,78,75,86
245715,69,1,1223,22.232,168,Right,High,80,46,47,71
259250,56,1,1024,10,71 in,Right,Medium,67,51,53,56
259985,52,1,1012,10.217,69 in,Right,High,67,34,34,51
228668,67,1,1060,12.446,176,Right,High,74,66,68,64
172928,63,1,1013,10.815,188,Right,Medium,51,59,56,61
186745,73,1,1071,15.708,65 in,Left,Medium,72,68,69,75
214031,71,1,1093,10.815,74 in,Left,Low,48,26,23,33
251597,63,1,1078,10.815,185,Right,Medium,71,59,61,64
203780,69,1,1093,19.514,183,Right,Medium,70,41,39,62
237540,72,1,1201,20.057,188,Left,High,69,65,64,72
190671,68,1,1039,15.708,72 in,Left,Medium,58,61,55,70
208835,70,1,1107,12.99,175,Right,High,84,61,59,70
223740,68,1,1086,12.446,181,Right,Medium,57,55,50,61
259995,62,1,1044,10.19,186,Left,Medium,74,58,58,61
260301,58,1,1030,10.272,70 in,Right,Medium,68,35,36,48
241710,64,1,1086,14.621,195,Left,Medium,69,44,37,57
205553,73,1,1150,22.232,186,Right,High,51,33,35,25
246100,59,1,1042,10.815,190,Right,Medium,59,43,40,62
228685,64,1,1057,11.359,69 in,Right,High,93,62,62,63
211381,74,2,1324,21.144,69 in,Right,Medium,79,66,62,79
209711,69,1,1086,13.534,75 in,Right,Low,42,30,24,34
235261,66,1,1078,15.165,195,Right,Low,54,32,28,44
226789,78,2,2442,22.232,72 in,Right,High,74,70,75,85
264249,61,1,1051,10.815,69 in,Right,Medium,74,60,59,60
236667,65,1,1060,11.903,169,Right,High,68,57,57,71
204095,65,1,1044,11.359,175,Right,Medium,81,50,47,59
229991,70,1,1165,15.708,172,Right,Medium,69,63,66,71
217191,63,1,1033,11.903,182,Right,Medium,66,47,46,55
222979,66,1,1066,10.815,68 in,Right,Medium,71,40,40,60
254472,67,1,1172,10.272,69 in,Right,Medium,67,48,46,70
189186,66,1,1049,10.815,180,Right,Medium,66,62,60,66
263500,61,1,1055,10.815,177,Right,Medium,63,50,42,63
256705,68,1,1107,11.903,187,Right,Medium,74,34,37,53
230984,67,1,1071,12.446,176,Right,Medium,57,49,42,63
247182,72,1,1353,16.795,185,Right,Medium,69,41,32,65
258084,60,1,1037,10,69 in,Left,Medium,69,40,44,64
193485,72,1,1136,10.054,67 in,Right,High,70,70,68,73
217007,71,1,1136,15.708,73 in,Right,Medium,75,70,71,72
210723,69,1,1086,16.795,182,Left,Medium,66,52,44,62
260260,53,1,1021,10,180,Right,Medium,66,53,55,48
224009,68,1,1107,10.815,71 in,Right,High,77,37,32,59
183491,72,1,1114,25.494,191,Right,Medium,52,39,34,46
242246,56,1,1022,10.815,174,Right,Medium,66,46,49,63
187607,78,2,,,77 in,Right,Medium,65,78,81,73
248040,65,1,,,183,Right,Medium,71,47,42,54
208316,63,1,1033,10.272,72 in,Right,Low,60,65,62,61
259962,70,1,1172,14.077,175,Left,High,66,71,76,67
223344,68,1,1114,15.165,70 in,Right,High,84,69,70,73
213699,69,1,1143,22.775,188,Right,Medium,73,69,71,68
212282,71,1,1129,12.446,180,Left,Medium,62,61,64,69
263361,60,1,1040,10,71 in,Right,Medium,61,44,43,58
251757,64,1,1093,12.446,70 in,Left,Medium,75,59,60,67
231095,73,1,1150,17.339,178,Right,Medium,71,53,44,72
258086,52,1,1013,10.19,165,Right,Medium,68,40,38,57
221633,65,1,1078,11.359,187,Right,Medium,78,44,41,64
188289,67,1,1060,12.446,72 in,Right,Medium,76,68,67,64
260001,52,1,1013,10,195,Right,Medium,58,26,22,38
230271,80,1,2803,22.232,67 in,Left,Medium,80,72,72,82
227508,77,1,1865,24.95,183,Right,Medium,63,76,77,73
219510,69,1,1107,12.446,172,Left,Medium,69,57,50,70
199776,71,2,1107,11.359,73 in,Left,Medium,49,42,28,59
258867,62,1,1064,10.272,181,Right,Medium,79,57,60,63
211527,72,1,1165,15.165,69 in,Left,High,74,69,70,74
240730,70,1,1179,11.359,177,Right,High,81,66,69,79
214876,68,1,1093,13.534,173,Right,High,81,68,72,62
184913,68,1,1042,12.99,72 in,Right,Low,45,61,52,49
259713,54,1,1021,10.19,69 in,Right,Medium,70,47,48,58
246693,56,1,1022,10.054,69 in,Right,Medium,69,54,56,54
