Order_Id,Type_of_Payment,Days_for_shipment,Sales_per_customer,Delivery_Status,Late_delivery,Category_Name,Customer_Id,Customer_Segment,Customer_Age,Order_Item_Discount,Order_Status,Product_Name,Product_Price,Shipping_Mode
56217,TRANSFER,4,71.98000336,Advance shipping,0,Shop By Sport,4140,Corporate,40,8,PENDING,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,Standard Class
5893,TRANSFER,4,71.98000336,Shipping on time,0,Shop By Sport,4539,Corporate,50,8,PENDING,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,Standard Class
5528,TRANSFER,4,90,Shipping on time,0,Women's Apparel,6071,Corporate,71,10,PENDING,Nike Men's Dri-FIT Victory Golf Polo,50,Standard Class
367,TRANSFER,4,71.98000336,Advance shipping,0,Shop By Sport,8730,Corporate,70,8,PENDING,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,Standard Class
52353,TRANSFER,4,90,Shipping on time,0,Women's Apparel,9634,Corporate,45,10,PENDING,Nike Men's Dri-FIT Victory Golf Polo,50,Standard Class
1784,TRANSFER,4,90,Late delivery,1,Women's Apparel,8010,Corporate,46,10,PENDING,Nike Men's Dri-FIT Victory Golf Polo,50,Standard Class
60317,TRANSFER,4,70.37999725,Advance shipping,0,Shop By Sport,3484,Corporate,55,9.600000381,PENDING,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,Standard Class
6776,TRANSFER,4,88,Advance shipping,0,Women's Apparel,7307,Corporate,66,12,PENDING,Nike Men's Dri-FIT Victory Golf Polo,50,Standard Class
4487,TRANSFER,4,87,Advance shipping,0,Women's Apparel,1975,Corporate,44,13,PENDING,Nike Men's Dri-FIT Victory Golf Polo,50,Standard Class
9681,TRANSFER,4,85,Advance shipping,0,Women's Apparel,629,Corporate,71,15,PENDING,Nike Men's Dri-FIT Victory Golf Polo,50,Standard Class
60868,TRANSFER,4,66.37999725,Shipping on time,0,Shop By Sport,11753,Corporate,57,13.60000038,PENDING,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,Standard Class
53231,TRANSFER,4,65.58000183,Advance shipping,0,Girls' Apparel,5375,Corporate,29,14.39999962,PENDING,TYR Boys' Team Digi Jammer,39.99000168,Standard Class
52601,TRANSFER,4,65.58000183,Advance shipping,0,Shop By Sport,1695,Corporate,55,14.39999962,PENDING,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,Standard Class
4660,TRANSFER,4,65.58000183,Late delivery,1,Shop By Sport,9884,Corporate,73,14.39999962,PENDING,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,Standard Class
3539,TRANSFER,4,82,Late delivery,1,Women's Apparel,8498,Corporate,66,18,PENDING,Nike Men's Dri-FIT Victory Golf Polo,50,Standard Class
53231,TRANSFER,4,80,Advance shipping,0,Women's Apparel,5375,Corporate,49,20,PENDING,Nike Men's Dri-FIT Victory Golf Polo,50,Standard Class
54488,TRANSFER,4,80,Shipping on time,0,Women's Apparel,7534,Corporate,49,20,PENDING,Nike Men's Dri-FIT Victory Golf Polo,50,Standard Class
6776,TRANSFER,4,59.99000168,Advance shipping,0,Shop By Sport,7307,Corporate,56,20,PENDING,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,Standard Class
52549,TRANSFER,4,59.99000168,Late delivery,1,Shop By Sport,123,Corporate,46,20,PENDING,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,Standard Class
60361,TRANSFER,4,75,Advance shipping,0,Women's Apparel,8498,Corporate,30,25,PENDING,Nike Men's Dri-FIT Victory Golf Polo,50,Standard Class
8470,TRANSFER,4,63.34000015,Late delivery,1,Electronics,9162,Corporate,69,0.639999986,PENDING,Bridgestone e6 Straight Distance NFL Tennesse,31.98999977,Standard Class
5712,TRANSFER,4,47.22999954,Advance shipping,0,Accessories,8925,Corporate,47,2.75,PENDING,Team Golf Texas Longhorns Putter Grip,24.98999977,Standard Class
9309,TRANSFER,4,35.97999954,Late delivery,1,Golf Balls,5981,Corporate,51,4,PENDING,Glove It Women's Imperial Golf Glove,19.98999977,Standard Class
8095,TRANSFER,4,84.45999908,Late delivery,1,Electronics,7347,Corporate,26,11.52000046,PENDING,Titleist Pro V1x High Numbers Golf Balls,47.99000168,Standard Class
75892,TRANSFER,4,262.2000122,Advance shipping,0,Sporting Goods,19445,Corporate,71,65.55000305,PENDING,Smart watch,327.75,Standard Class
75891,DEBIT,4,245.8099976,Advance shipping,0,Sporting Goods,19444,Corporate,68,81.94000244,COMPLETE,Smart watch,327.75,Standard Class
75890,DEBIT,2,327.75,Late delivery,1,Sporting Goods,19443,Corporate,30,0,COMPLETE,Smart watch,327.75,Second Class
75889,DEBIT,4,324.4700012,Late delivery,1,Sporting Goods,19442,Corporate,33,3.279999971,COMPLETE,Smart watch,327.75,Standard Class
75888,PAYMENT,4,321.2000122,Shipping on time,0,Sporting Goods,19441,Corporate,43,6.559999943,PENDING,Smart watch,327.75,Standard Class
75887,DEBIT,4,317.9200134,Advance shipping,0,Sporting Goods,19440,Corporate,48,9.829999924,COMPLETE,Smart watch,327.75,Standard Class
75886,TRANSFER,4,314.6400146,Shipping canceled,0,Sporting Goods,19439,Corporate,42,13.10999966,CANCELED,Smart watch,327.75,Standard Class
75885,PAYMENT,2,311.3599854,Late delivery,1,Sporting Goods,19438,Home Office,29,16.38999939,PENDING,Smart watch,327.75,Second Class
75884,TRANSFER,4,309.7200012,Late delivery,1,Sporting Goods,19437,Corporate,46,18.0700069,PENDING,Smart watch,327.75,Standard Class
75883,DEBIT,1,304.8099976,Late delivery,1,Sporting Goods,19436,Home Office,47,22.94000053,COMPLETE,Smart watch,327.75,First Class
75882,TRANSFER,4,298.25,Advance shipping,0,Sporting Goods,19435,Consumer,32,29.5,PENDING,Smart watch,327.75,Standard Class
75881,DEBIT,4,294.980011,Advance shipping,0,Sporting Goods,19434,Corporate,51,32.77999878,COMPLETE,Smart watch,327.75,Standard Class
75880,DEBIT,4,288.4200134,Late delivery,1,Sporting Goods,19433,Corporate,61,39.3700183,COMPLETE,Smart watch,327.75,Standard Class
75879,TRANSFER,4,285.1400146,Late delivery,1,Sporting Goods,19432,Corporate,46,42.61000061,PENDING,Smart watch,327.75,Standard Class
75878,DEBIT,4,278.5899963,Shipping on time,0,Sporting Goods,19431,Corporate,62,49.15999985,COMPLETE,Smart watch,327.75,Standard Class
75877,TRANSFER,4,275.3099976,Advance shipping,0,Sporting Goods,19430,Corporate,35,52.43999863,PENDING,Smart watch,327.75,Standard Class
75876,TRANSFER,4,272.0299988,Advance shipping,0,Sporting Goods,19429,Consumer,27,55.72000122,PENDING,Smart watch,327.75,Standard Class
75875,PAYMENT,2,268.7600098,Late delivery,1,Sporting Goods,19428,Consumer,43,59,PENDING,Smart watch,327.75,Second Class
75874,PAYMENT,4,262.2000122,Late delivery,1,Sporting Goods,19427,Corporate,65,65.55000305,PENDING,Smart watch,327.75,Standard Class
75873,TRANSFER,4,245.8099976,Shipping on time,0,Sporting Goods,19426,Consumer,61,81.94000244,PENDING,Smart watch,327.75,Standard Class
75872,TRANSFER,4,327.75,Advance shipping,0,Sporting Goods,19425,Consumer,32,0,PENDING,Smart watch,327.75,Standard Class
75871,DEBIT,1,324.4700012,Late delivery,1,Sporting Goods,19424,Consumer,24,3.279999971,COMPLETE,Smart watch,327.75,First Class
75870,DEBIT,1,321.2000122,Late delivery,1,Sporting Goods,19423,Consumer,25,6.559999943,COMPLETE,Smart watch,327.75,First Class
75869,DEBIT,1,317.9200134,Late delivery,1,Sporting Goods,19422,Consumer,45,9.829999924,COMPLETE,Smart watch,327.75,First Class
75868,TRANSFER,1,314.6400146,Late delivery,1,Sporting Goods,19421,Consumer,44,13.10999966,PENDING,Smart watch,327.75,First Class
75867,TRANSFER,0,311.3599854,Shipping on time,0,Sporting Goods,19420,Home Office,58,16.38999939,PENDING,Smart watch,327.75,Same Day
75866,PAYMENT,0,309.7200012,Shipping on time,0,Sporting Goods,19419,Home Office,55,18.0700069,PENDING,Smart watch,327.75,Same Day
75865,CASH,0,304.8099976,Shipping on time,0,Sporting Goods,19418,Consumer,48,22.94000053,COMPLETE,Smart watch,327.75,Same Day
75864,TRANSFER,4,298.25,Late delivery,1,Sporting Goods,19417,Home Office,23,29.5,PENDING,Smart watch,327.75,Standard Class
75863,PAYMENT,4,294.980011,Shipping on time,0,Sporting Goods,19416,Home Office,69,32.77999878,PENDING,Smart watch,327.75,Standard Class
75862,TRANSFER,4,288.4200134,Advance shipping,0,Sporting Goods,19415,Consumer,55,39.3700183,PENDING,Smart watch,327.75,Standard Class
75861,DEBIT,4,285.1400146,Advance shipping,0,Sporting Goods,19414,Corporate,56,42.61000061,COMPLETE,Smart watch,327.75,Standard Class
75860,DEBIT,4,278.5899963,Late delivery,1,Sporting Goods,19413,Corporate,37,49.15999985,COMPLETE,Smart watch,327.75,Standard Class
75859,TRANSFER,4,275.3099976,Shipping canceled,0,Sporting Goods,19412,Corporate,43,52.43999863,CANCELED,Smart watch,327.75,Standard Class
75858,DEBIT,2,272.0299988,Late delivery,1,Sporting Goods,19411,Corporate,56,55.72000122,COMPLETE,Smart watch,327.75,Second Class
75857,DEBIT,4,268.7600098,Advance shipping,0,Sporting Goods,19410,Corporate,31,59,COMPLETE,Smart watch,327.75,Standard Class
75856,DEBIT,2,262.2000122,Shipping on time,0,Sporting Goods,19409,Corporate,40,65.55000305,PENDING,Smart watch,327.75,Second Class
75855,PAYMENT,1,245.8099976,Late delivery,1,Sporting Goods,19408,Consumer,66,81.94000244,PENDING,Smart watch,327.75,First Class
75854,DEBIT,2,327.75,Late delivery,1,Sporting Goods,19407,Consumer,72,0,COMPLETE,Smart watch,327.75,Second Class
75853,PAYMENT,2,324.4700012,Late delivery,1,Sporting Goods,19406,Consumer,18,3.279999971,PENDING,Smart watch,327.75,Second Class
75852,DEBIT,4,321.2000122,Advance shipping,0,Sporting Goods,19405,Corporate,29,6.559999943,COMPLETE,Smart watch,327.75,Standard Class
75851,TRANSFER,4,317.9200134,Advance shipping,0,Sporting Goods,19404,Consumer,19,9.829999924,PENDING,Smart watch,327.75,Standard Class
75850,DEBIT,4,314.6400146,Late delivery,1,Sporting Goods,19403,Corporate,27,13.10999966,COMPLETE,Smart watch,327.75,Standard Class
75849,PAYMENT,4,311.3599854,Late delivery,1,Sporting Goods,19402,Corporate,31,16.38999939,PENDING,Smart watch,327.75,Standard Class
75848,PAYMENT,2,309.7200012,Late delivery,1,Sporting Goods,19401,Corporate,71,18.0700069,PENDING,Smart watch,327.75,Second Class
75847,TRANSFER,2,304.8099976,Shipping canceled,0,Sporting Goods,19400,Corporate,54,22.94000053,CANCELED,Smart watch,327.75,Second Class
75846,TRANSFER,4,298.25,Advance shipping,0,Sporting Goods,19399,Home Office,38,29.5,PENDING,Smart watch,327.75,Standard Class
75845,PAYMENT,4,294.980011,Late delivery,1,Sporting Goods,19398,Home Office,15,32.77999878,PENDING,Smart watch,327.75,Standard Class
75844,TRANSFER,4,288.4200134,Late delivery,1,Sporting Goods,19397,Home Office,14,39.3700183,PENDING,Smart watch,327.75,Standard Class
75843,PAYMENT,2,285.1400146,Late delivery,1,Sporting Goods,19396,Home Office,56,42.61000061,PENDING,Smart watch,327.75,Second Class
75842,TRANSFER,4,278.5899963,Advance shipping,0,Sporting Goods,19395,Home Office,21,49.15999985,PENDING,Smart watch,327.75,Standard Class
75841,DEBIT,4,275.3099976,Advance shipping,0,Sporting Goods,19394,Home Office,68,52.43999863,COMPLETE,Smart watch,327.75,Standard Class
75840,CASH,2,272.0299988,Late delivery,1,Sporting Goods,19393,Home Office,60,55.72000122,COMPLETE,Smart watch,327.75,Second Class
75839,TRANSFER,2,268.7600098,Late delivery,1,Sporting Goods,19392,Home Office,70,59,PENDING,Smart watch,327.75,Second Class
75838,PAYMENT,1,262.2000122,Late delivery,1,Sporting Goods,19391,Corporate,27,65.55000305,PENDING,Smart watch,327.75,First Class
75837,CASH,1,245.8099976,Late delivery,1,Sporting Goods,19390,Home Office,70,81.94000244,COMPLETE,Smart watch,327.75,First Class
75836,CASH,2,327.75,Shipping on time,0,Sporting Goods,19389,Corporate,65,0,COMPLETE,Smart watch,327.75,Second Class
75835,DEBIT,2,324.4700012,Late delivery,1,Sporting Goods,19388,Corporate,25,3.279999971,COMPLETE,Smart watch,327.75,Second Class
75834,PAYMENT,2,321.2000122,Late delivery,1,Sporting Goods,19387,Corporate,48,6.559999943,PENDING,Smart watch,327.75,Second Class
75833,DEBIT,1,317.9200134,Late delivery,1,Sporting Goods,19386,Corporate,56,9.829999924,COMPLETE,Smart watch,327.75,First Class
75832,CASH,1,314.6400146,Late delivery,1,Sporting Goods,19385,Corporate,32,13.10999966,COMPLETE,Smart watch,327.75,First Class
75831,PAYMENT,1,311.3599854,Late delivery,1,Sporting Goods,19384,Home Office,60,16.38999939,PENDING,Smart watch,327.75,First Class
75830,PAYMENT,4,309.7200012,Late delivery,1,Sporting Goods,19383,Corporate,56,18.0700069,PENDING,Smart watch,327.75,Standard Class
75829,PAYMENT,4,304.8099976,Late delivery,1,Sporting Goods,19382,Corporate,44,22.94000053,PENDING,Smart watch,327.75,Standard Class
75828,DEBIT,4,298.25,Shipping on time,0,Sporting Goods,19381,Consumer,21,29.5,PENDING,Smart watch,327.75,Standard Class
75827,DEBIT,4,294.980011,Advance shipping,0,Sporting Goods,19380,Consumer,34,32.77999878,COMPLETE,Smart watch,327.75,Standard Class
75826,CASH,4,288.4200134,Advance shipping,0,Sporting Goods,19379,Home Office,69,39.3700183,COMPLETE,Smart watch,327.75,Standard Class
75825,DEBIT,4,285.1400146,Late delivery,1,Sporting Goods,19378,Consumer,61,42.61000061,COMPLETE,Smart watch,327.75,Standard Class
75824,CASH,4,278.5899963,Late delivery,1,Sporting Goods,19377,Consumer,44,49.15999985,COMPLETE,Smart watch,327.75,Standard Class
75823,TRANSFER,4,275.3099976,Shipping on time,0,Sporting Goods,19376,Corporate,41,52.43999863,PENDING,Smart watch,327.75,Standard Class
75822,DEBIT,4,272.0299988,Advance shipping,0,Sporting Goods,19375,Consumer,34,55.72000122,COMPLETE,Smart watch,327.75,Standard Class
75821,DEBIT,4,268.7600098,Advance shipping,0,Sporting Goods,19374,Consumer,32,59,COMPLETE,Smart watch,327.75,Standard Class
75820,DEBIT,4,262.2000122,Late delivery,1,Sporting Goods,19373,Home Office,28,65.55000305,COMPLETE,Smart watch,327.75,Standard Class
75819,DEBIT,4,245.8099976,Late delivery,1,Sporting Goods,19372,Home Office,19,81.94000244,COMPLETE,Smart watch,327.75,Standard Class
75818,TRANSFER,4,327.75,Shipping on time,0,Sporting Goods,19371,Home Office,29,0,PENDING,Smart watch,327.75,Standard Class
75817,CASH,4,324.4700012,Advance shipping,0,Sporting Goods,19370,Corporate,54,3.279999971,COMPLETE,Smart watch,327.75,Standard Class
75816,TRANSFER,4,321.2000122,Advance shipping,0,Sporting Goods,19369,Corporate,31,6.559999943,PENDING,Smart watch,327.75,Standard Class
75815,DEBIT,4,317.9200134,Late delivery,1,Sporting Goods,19368,Consumer,69,9.829999924,COMPLETE,Smart watch,327.75,Standard Class
75814,PAYMENT,4,314.6400146,Late delivery,1,Sporting Goods,19367,Consumer,51,13.10999966,PENDING,Smart watch,327.75,Standard Class
75813,PAYMENT,2,311.3599854,Late delivery,1,Sporting Goods,19366,Consumer,69,16.38999939,PENDING,Smart watch,327.75,Second Class
75812,PAYMENT,2,309.7200012,Late delivery,1,Sporting Goods,19365,Consumer,33,18.0700069,PENDING,Smart watch,327.75,Second Class
75811,PAYMENT,1,304.8099976,Late delivery,1,Sporting Goods,19364,Consumer,22,22.94000053,PENDING,Smart watch,327.75,First Class
75810,DEBIT,2,298.25,Late delivery,1,Sporting Goods,19363,Consumer,72,29.5,PENDING,Smart watch,327.75,Second Class
75809,DEBIT,2,294.980011,Late delivery,1,Sporting Goods,19362,Consumer,54,32.77999878,PENDING,Smart watch,327.75,Second Class
75808,DEBIT,2,288.4200134,Late delivery,1,Sporting Goods,19361,Consumer,32,39.3700183,COMPLETE,Smart watch,327.75,Second Class
75807,PAYMENT,0,285.1400146,Late delivery,1,Sporting Goods,19360,Corporate,36,42.61000061,PENDING,Smart watch,327.75,Same Day
75806,DEBIT,0,278.5899963,Late delivery,1,Sporting Goods,19359,Corporate,45,49.15999985,COMPLETE,Smart watch,327.75,Same Day
75805,DEBIT,0,275.3099976,Late delivery,1,Sporting Goods,19358,Corporate,57,52.43999863,COMPLETE,Smart watch,327.75,Same Day
75804,DEBIT,0,272.0299988,Late delivery,1,Sporting Goods,19357,Corporate,32,55.72000122,COMPLETE,Smart watch,327.75,Same Day
75803,CASH,0,268.7600098,Late delivery,1,Sporting Goods,19356,Consumer,55,59,COMPLETE,Smart watch,327.75,Same Day
75802,TRANSFER,0,262.2000122,Shipping canceled,0,Sporting Goods,19355,Corporate,37,65.55000305,CANCELED,Smart watch,327.75,Same Day
75801,DEBIT,0,245.8099976,Late delivery,1,Sporting Goods,19354,Home Office,46,81.94000244,COMPLETE,Smart watch,327.75,Same Day
75800,DEBIT,4,327.75,Late delivery,1,Sporting Goods,19353,Consumer,62,0,COMPLETE,Smart watch,327.75,Standard Class
75799,DEBIT,4,324.4700012,Late delivery,1,Sporting Goods,19352,Home Office,51,3.279999971,COMPLETE,Smart watch,327.75,Standard Class
75798,TRANSFER,4,321.2000122,Shipping on time,0,Sporting Goods,19351,Home Office,31,6.559999943,PENDING,Smart watch,327.75,Standard Class
75797,TRANSFER,4,317.9200134,Advance shipping,0,Sporting Goods,19350,Consumer,67,9.829999924,PENDING,Smart watch,327.75,Standard Class
5895,PAYMENT,2,120,Late delivery,1,Women's Apparel,8707,Home Office,27,30,PENDING,Nike Men's Dri-FIT Victory Golf Polo,50,Second Class
3130,PAYMENT,2,112.5,Late delivery,1,Women's Apparel,12069,Home Office,49,37.5,PENDING,Nike Men's Dri-FIT Victory Golf Polo,50,Second Class
49521,PAYMENT,2,254.9700012,Shipping on time,0,Cardio Equipment,9597,Home Office,62,45,PENDING,Nike Men's Free 5.0+ Running Shoe,99.98999786,Second Class
30305,PAYMENT,2,113.9700012,Late delivery,1,Shop By Sport,9702,Home Office,39,6,PENDING,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,Second Class
50054,PAYMENT,2,254.9700012,Late delivery,1,Cardio Equipment,1362,Home Office,47,45,PENDING,Nike Men's Free 5.0+ Running Shoe,99.98999786,Second Class
27772,PAYMENT,2,178.1699982,Late delivery,1,Cleats,9467,Home Office,25,1.799999952,PENDING,Perfect Fitness Perfect Rip Deck,59.99000168,Second Class
47752,PAYMENT,2,172.7700043,Late delivery,1,Cleats,9114,Home Office,27,7.199999809,PENDING,Perfect Fitness Perfect Rip Deck,59.99000168,Second Class
31296,PAYMENT,2,170.0700073,Shipping on time,0,Cleats,2546,Home Office,20,9.899999619,PENDING,Perfect Fitness Perfect Rip Deck,59.99000168,Second Class
22076,PAYMENT,2,163.7700043,Shipping on time,0,Cleats,2240,Home Office,74,16.20000076,PENDING,Perfect Fitness Perfect Rip Deck,59.99000168,Second Class
25665,PAYMENT,2,152.9700012,Late delivery,1,Cleats,11650,Home Office,62,27,PENDING,Perfect Fitness Perfect Rip Deck,59.99000168,Second Class
31296,PAYMENT,2,150,Shipping on time,0,Women's Apparel,2546,Home Office,34,0,PENDING,Nike Men's Dri-FIT Victory Golf Polo,50,Second Class
22819,PAYMENT,2,95.98000336,Late delivery,1,Shop By Sport,10368,Home Office,22,23.98999977,PENDING,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,Second Class
27099,PAYMENT,2,65.30999756,Late delivery,1,Trade-In,6489,Home Office,52,0.660000026,PENDING,Glove It Women's Mod Oval 3-Zip Carry All Gol,21.98999977,Second Class
28292,PAYMENT,2,35.97999954,Late delivery,1,Trade-In,10533,Home Office,39,11.98999977,PENDING,Glove It Urban Brick Golf Towel,15.98999977,Second Class
39159,PAYMENT,2,156.5700073,Late delivery,1,Cleats,11292,Home Office,21,23.39999962,PENDING,Perfect Fitness Perfect Rip Deck,59.99000168,Second Class
32090,PAYMENT,2,114.7200012,Late delivery,1,Tennis & Racquet,7864,Home Office,19,20.25,PENDING,Nike Men's Comfort 2 Slide,44.99000168,Second Class
34631,PAYMENT,2,293.9700012,Shipping on time,0,Cardio Equipment,47,Home Office,54,6,PENDING,Nike Men's Free 5.0+ Running Shoe,99.98999786,Second Class
37669,PAYMENT,2,278.9700012,Late delivery,1,Cardio Equipment,6405,Home Office,29,21,PENDING,Nike Men's Free 5.0+ Running Shoe,99.98999786,Second Class
37669,PAYMENT,2,152.9700012,Late delivery,1,Cleats,6405,Home Office,75,27,PENDING,Perfect Fitness Perfect Rip Deck,59.99000168,Second Class
34773,PAYMENT,2,145.5,Late delivery,1,Women's Apparel,11169,Home Office,49,4.5,PENDING,Nike Men's Dri-FIT Victory Golf Polo,50,Second Class
40085,PAYMENT,2,139.5,Late delivery,1,Women's Apparel,2426,Home Office,58,10.5,PENDING,Nike Men's Dri-FIT Victory Golf Polo,50,Second Class
47262,PAYMENT,2,335.9700012,Late delivery,1,Cardio Equipment,8133,Home Office,69,63.99000168,PENDING,Nike Men's Free 5.0+ Running Shoe,99.98999786,Second Class
44771,PAYMENT,2,122.8399963,Shipping on time,0,Electronics,1429,Home Office,48,5.119999886,PENDING,Bridgestone e6 Straight Distance NFL Carolina,31.98999977,Second Class
13890,PAYMENT,2,395.9599915,Late delivery,1,Cardio Equipment,9120,Home Office,29,4,PENDING,Nike Men's Free 5.0+ Running Shoe,99.98999786,Second Class
17071,PAYMENT,2,126.6800003,Shipping on time,0,Electronics,12221,Home Office,32,1.279999971,PENDING,Under Armour Women's Ignite Slide,31.98999977,Second Class
11321,PAYMENT,2,391.9599915,Shipping on time,0,Cardio Equipment,9415,Home Office,55,8,PENDING,Nike Men's Free 5.0+ Running Shoe,99.98999786,Second Class
64813,PAYMENT,2,227.9600067,Late delivery,1,Cleats,10018,Home Office,30,12,PENDING,Perfect Fitness Perfect Rip Deck,59.99000168,Second Class
17162,PAYMENT,2,201.5700073,Late delivery,1,Cleats,54,Home Office,23,38.38999939,PENDING,Perfect Fitness Perfect Rip Deck,59.99000168,Second Class
12827,PAYMENT,2,201.5700073,Late delivery,1,Cleats,542,Home Office,54,38.38999939,PENDING,Perfect Fitness Perfect Rip Deck,59.99000168,Second Class
11936,PAYMENT,2,200,Shipping on time,0,Women's Apparel,724,Home Office,63,0,PENDING,Nike Men's Dri-FIT Victory Golf Polo,50,Second Class
68337,PAYMENT,2,156.7599945,Late delivery,1,Shop By Sport,8897,Home Office,22,3.200000048,PENDING,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,Second Class
45746,PAYMENT,2,190,Shipping on time,0,Women's Apparel,7112,Home Office,44,10,PENDING,Nike Men's Dri-FIT Victory Golf Polo,50,Second Class
64813,PAYMENT,2,189,Late delivery,1,Women's Apparel,10018,Home Office,36,11,PENDING,Nike Men's Dri-FIT Victory Golf Polo,50,Second Class
13736,PAYMENT,2,186,Shipping on time,0,Women's Apparel,1086,Home Office,45,14,PENDING,Nike Men's Dri-FIT Victory Golf Polo,50,Second Class
49622,PAYMENT,2,145.5599976,Late delivery,1,Shop By Sport,7112,Home Office,38,14.39999962,PENDING,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,Second Class
19444,PAYMENT,2,180,Late delivery,1,Women's Apparel,2916,Home Office,23,20,PENDING,Nike Men's Dri-FIT Victory Golf Polo,50,Second Class
63936,PAYMENT,2,127.9700012,Shipping on time,0,Shop By Sport,11329,Home Office,43,31.98999977,PENDING,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,Second Class
49622,PAYMENT,2,84.97000122,Late delivery,1,Accessories,7112,Home Office,32,14.98999977,PENDING,Team Golf Pittsburgh Steelers Putter Grip,24.98999977,Second Class
51911,PAYMENT,2,395.9599915,Shipping on time,0,Cardio Equipment,11339,Home Office,62,4,PENDING,Nike Men's Free 5.0+ Running Shoe,99.98999786,Second Class
58239,PAYMENT,2,339.9700012,Late delivery,1,Cardio Equipment,10166,Home Office,43,59.99000168,PENDING,Nike Men's Free 5.0+ Running Shoe,99.98999786,Second Class
56678,PAYMENT,2,335.9700012,Late delivery,1,Cardio Equipment,3091,Home Office,31,63.99000168,PENDING,Nike Men's Free 5.0+ Running Shoe,99.98999786,Second Class
53202,PAYMENT,2,239.9600067,Late delivery,1,Cleats,5007,Home Office,34,0,PENDING,Perfect Fitness Perfect Rip Deck,59.99000168,Second Class
58738,PAYMENT,2,203.9700012,Late delivery,1,Cleats,1070,Home Office,42,35.99000168,PENDING,Perfect Fitness Perfect Rip Deck,59.99000168,Second Class
56260,PAYMENT,2,201.5700073,Late delivery,1,Cleats,6871,Home Office,20,38.38999939,PENDING,Perfect Fitness Perfect Rip Deck,59.99000168,Second Class
5042,PAYMENT,2,189,Late delivery,1,Women's Apparel,2339,Home Office,51,11,PENDING,Nike Men's Dri-FIT Victory Golf Polo,50,Second Class
53202,PAYMENT,2,135.9700012,Late delivery,1,Shop By Sport,5007,Home Office,34,23.98999977,PENDING,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,Second Class
55511,PAYMENT,2,170,Shipping on time,0,Women's Apparel,4232,Home Office,35,30,PENDING,Nike Men's Dri-FIT Victory Golf Polo,50,Second Class
54128,PAYMENT,2,203.8000031,Late delivery,1,Electronics,8986,Home Office,35,4.159999847,PENDING,Titleist Pro V1x High Numbers Personalized Go,51.99000168,Second Class
21244,PAYMENT,2,94.45999908,Late delivery,1,Accessories,6491,Home Office,16,5.5,PENDING,Team Golf St. Louis Cardinals Putter Grip,24.98999977,Second Class
47752,PAYMENT,2,227.9600067,Late delivery,1,Cleats,9114,Home Office,35,12,PENDING,Perfect Fitness Perfect Rip Deck,59.99000168,Second Class
31239,PAYMENT,2,215.9600067,Late delivery,1,Cleats,5564,Home Office,34,24,PENDING,Perfect Fitness Perfect Rip Deck,59.99000168,Second Class
45772,PAYMENT,2,196.7700043,Late delivery,1,Cleats,7955,Home Office,14,43.18999863,PENDING,Perfect Fitness Perfect Rip Deck,59.99000168,Second Class
24661,PAYMENT,2,153.5599976,Shipping on time,0,Shop By Sport,5728,Home Office,38,6.400000095,PENDING,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,Second Class
50054,PAYMENT,2,192,Late delivery,1,Women's Apparel,1362,Home Office,19,8,PENDING,Nike Men's Dri-FIT Victory Golf Polo,50,Second Class
22924,PAYMENT,2,151.9600067,Late delivery,1,Shop By Sport,9704,Home Office,19,8,PENDING,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,Second Class
21902,PAYMENT,2,189,Late delivery,1,Women's Apparel,8485,Home Office,54,11,PENDING,Nike Men's Dri-FIT Victory Golf Polo,50,Second Class
21534,PAYMENT,2,131.1699982,Late delivery,1,Shop By Sport,11216,Home Office,16,28.79000092,PENDING,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,Second Class
45461,PAYMENT,2,164,Shipping on time,0,Women's Apparel,4741,Home Office,17,36,PENDING,Nike Men's Dri-FIT Victory Golf Polo,50,Second Class
24160,PAYMENT,2,95.95999908,Late delivery,1,Accessories,12160,Home Office,54,4,PENDING,Team Golf St. Louis Cardinals Putter Grip,24.98999977,Second Class
39159,PAYMENT,2,166,Late delivery,1,Women's Apparel,11292,Home Office,57,34,PENDING,Nike Men's Dri-FIT Victory Golf Polo,50,Second Class
32102,PAYMENT,2,126.6800003,Late delivery,1,Electronics,6352,Home Office,38,1.279999971,PENDING,Under Armour Women's Ignite PIP VI Slide,31.98999977,Second Class
37763,PAYMENT,2,208.7700043,Late delivery,1,Cleats,5870,Home Office,17,31.19000053,PENDING,Perfect Fitness Perfect Rip Deck,59.99000168,Second Class
